threshold,f1,precision,recall
0.819095184455565,0.9128919860627178,0.8618421052631579,0.9703703703703703
0.8241203082865807,0.9135285913528591,0.8629776021080369,0.9703703703703703
0.8291454321175964,0.9154437456324249,0.8664021164021164,0.9703703703703703
0.8341705559486121,0.918009810791871,0.8710106382978723,0.9703703703703703
0.8391956797796278,0.9172510518934082,0.8708388814913449,0.9688888888888889
0.8442208036106436,0.9172510518934082,0.8708388814913449,0.9688888888888889
0.8492459274416593,0.9172510518934082,0.8708388814913449,0.9688888888888889
0.8542710512726751,0.919831223628692,0.8755020080321285,0.9688888888888889
0.8592961751036908,0.9204785362420831,0.8766756032171582,0.9688888888888889
0.8643212989347066,0.9197183098591549,0.876510067114094,0.9674074074074074
0.8693464227657223,0.9197183098591549,0.876510067114094,0.9674074074074074
0.874371546596738,0.9202540578687368,0.8787061994609164,0.965925925925926
0.8793966704277537,0.9202540578687368,0.8787061994609164,0.965925925925926
0.8844217942587694,0.9215547703180212,0.8810810810810811,0.965925925925926
0.8894469180897853,0.9227498228206945,0.8845108695652174,0.9644444444444444
0.894472041920801,0.9234042553191489,0.8857142857142857,0.9644444444444444
0.8994971657518167,0.9234042553191489,0.8857142857142857,0.9644444444444444
0.9045222895828324,0.9252669039145908,0.8904109589041096,0.9629629629629629
0.9095474134138481,0.9265858873841768,0.8928571428571429,0.9629629629629629
0.9145725372448639,0.9284692417739628,0.8976486860304288,0.9614814814814815
0.9195976610758796,0.9277022190408017,0.8975069252077562,0.96
0.9246227849068953,0.926829268292683,0.8984700973574409,0.957037037037037
0.9296479087379111,0.9273903666427031,0.9008379888268156,0.9555555555555556
0.9346730325689269,0.9293948126801153,0.9046283309957924,0.9555555555555556
0.9396981563999426,0.9312092686459088,0.9107648725212465,0.9525925925925925
0.9447232802309583,0.93033381712627,0.9118065433854907,0.9496296296296296
0.949748404061974,0.9301310043668122,0.9141630901287554,0.9466666666666667
0.9547735278929897,0.9254385964912281,0.9134199134199135,0.9377777777777778
0.9597986517240055,0.9236417033773862,0.9155749636098981,0.9318518518518518
0.9648237755550213,0.9255711127487104,0.9208211143695014,0.9303703703703704
0.969848899386037,0.9244444444444444,0.9244444444444444,0.9244444444444444
0.9748740232170527,0.9226190476190477,0.9267563527653214,0.9185185185185185
0.9798991470480685,0.9184741959611069,0.9274924471299094,0.9096296296296297
0.9849242708790842,0.9099167297501892,0.9303405572755418,0.8903703703703704
0.9899493947100999,0.8883720930232558,0.9317073170731708,0.8488888888888889
0.9949745185411156,0.8330578512396695,0.9420560747663551,0.7466666666666667
